,공원명,공원구분,소재지지번주소,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),관리기관명
2171,한강어린이15,어린이공원,경기도 김포시 운양동 1315-1,배드민턴장+체력단련시설,조합놀이대+유아놀이대+그네+시소+흔들놀이,,,,경기도 김포시 공원관리과
2172,한강어린이16,어린이공원,경기도 김포시 운양동 1316-1,배드민턴장+체력단련시설,조합놀이대+유아놀이대+곰소꿉놀이집+시소+흔들놀이,,야외무대,,경기도 김포시 공원관리과
2173,풍무어린이,어린이공원,경기도 김포시 풍무동 765,체력단련시설,조합놀이대,,,,경기도 김포시 공원관리과
2174,한강근린12,근린공원,경기도 김포시 마산동 621-1,체력단련시설,,,,,경기도 김포시 공원관리과
2175,주남1소공원,소공원,경상남도 양산시 주남동 1120,체력단련시설,,파고라,,"조경시설,산책로",경상남도 양산시
2176,공원:113(당진:12 하늘공원),어린이공원,충청남도 당진시 읍내동 1373,,,,,,충청남도 당진시청
2177,공원:114(당진:13 보름달공원),어린이공원,충청남도 당진시 채운동 1042,,,,,,충청남도 당진시청
2178,공원:115(당진:14 바다공원),어린이공원,충청남도 당진시 대덕동 1522,,,,,,충청남도 당진시청
2179,공원:116(당진:15 해바라기공원),근린공원,충청남도 당진시 대덕동 1710,,,,,,충청남도 당진시청
2180,공원:117(당진:16 채송공원),근린공원,충청남도 당진시 읍내동 1068,,,,,,충청남도 당진시청
2181,공원:118(당진:17 라일락공원),근린공원,충청남도 당진시 읍내동 934,,,,,,충청남도 당진시청
2182,공원:119(당진:21 한마음공원),근린공원,충청남도 당진시 읍내동 1487,,,,,,충청남도 당진시청
2183,서촌공원,소공원,경상남도 함안군 함안면 북촌리 1007-7,실외운동기구,,,,벤치,경상남도 함안군청
2184,대산체육공원(구혜공원),체육공원,경상남도 함안군 대산면 구혜리 163,실외운동기구,,,,벤치,경상남도 함안군청
2185,호국공원,역사공원,경상남도 함안군 함안면 강명리 473,,,,,벤치,경상남도 함안군청
2186,연꽃테마공원,근린공원,경상남도 함안군 가야읍 가야리 233-1,,,방문객센터 1동,,벤치,경상남도 함안군청
2187,오곡1공원(아파트 내),어린이공원,경상남도 함안군 칠원읍 오곡리 87-17,,조합놀이대,,,벤치,경상남도 함안군청
2188,오곡2공원,어린이공원,경상남도 함안군 칠원읍 오곡리 171,,조합놀이대,,,벤치,경상남도 함안군청
2189,입곡어린이공원,어린이공원,경상남도 함안군 산인면 입곡리 산137-1,,조합놀이대,,,벤치,경상남도 함안군청
2190,충혼탑공원,근린공원,강원도 인제군 인제읍 상동리 산15-1,산책로,,파고라+의자,,,강원도 인제군청
2191,신남공원,근린공원,강원도 인제군 남면 신남리 233-1,,,,,,강원도 인제군청
2192,테마근린공원,근린공원,강원도 인제군 북면 원통리 459-88,,,,,,강원도 인제군청
2193,중앙공원(북면 제2공원),어린이공원,강원도 인제군 북면 원통리 679-12,운동기구,조합놀이대,파고라+의자,,,강원도 인제군청
2194,원통 제1공원,어린이공원,강원도 인제군 북면 원통리 789-1,운동기구,조합놀이대,,,,강원도 인제군청
2195,원통공원(농공단지),어린이공원,강원도 인제군 북면 원통리 1707,운동기구,조합놀이대,,,,강원도 인제군청
2196,목동 근린공원,근린공원,경기도 가평군 북면 목동리 913-1,"테니스장, 게이트볼장",어린이놀이터,전망대,전시장,"야생화화원, 조경녹지, 휴게광장, 도로, 주차장, 산책로",경기도 가평군청
2197,참전비 공원,근린공원,경기도 가평군 가평읍 읍내리 365-1,,"잔디밭, 벤치, 광장",,조경녹지,,경기도 가평군청
2198,호명호수공원,문화공원,경기도 가평군 청평면 상천리 1407-2,,"광장, 산책로, 지당, 화계, 폭포, 휴게쉼터","화장실, 나들센터","전시회랑, 숲속공연장, 야외교실",농특산물체험장,경기도 가평군청
2199,가평 체육공원,체육공원,경기도 가평군 가평읍 대곡리 347,"축구장, 체력단련시설, 족구장, 농구장, 씨름장, 체육관",,"주차장, 관리사무소",야외무대,"광장, 쉼터, 창고",경기도 가평군청
2200,다목적 체육공원,체육공원,경기도 가평군 상면 연하리 220,"축구장, 농구장, 게이트볼장, 체력단련장","잔디밭, 휴게쉼터, 광장","주차장, 관리실, 음수대",,,경기도 가평군청
2201,설악 체육공원,체육공원,경기도 가평군 설악면 선촌리 32-4,"테니스장, 축구장","휴식공간, 광장","관리사무소, 주차장",,,경기도 가평군청
2202,하면 어린이공원,어린이공원,경기도 가평군 조종면 현리 477-71,"주민체육시설, 운동시설","어린이놀이터, 조합놀이대, 휴게쉼터, 파고라, 등의자",주차장,,"휀스, 도로",경기도 가평군청
2203,제4호 문화공원,문화공원,경기도 가평군 가평읍 달전리 705,,"놀이마당, 조합놀이대","잔디마당, 가제보, 평의자",,"산책로, 중앙광장",경기도 가평군청
2204,가평 근린공원,근린공원,경기도 가평군 가평읍 읍내리 395-1,,"레일바이크, 매표소","화장실, 주차장",,"화단, 파고라",경기도 가평군청
2205,제5호 문화공원,문화공원,경기도 가평군 가평읍 대곡리 243-16,,,,어린이놀이체험시설,"잔디마당, 소나무동산, 휴게마당",경기도 가평군청
2206,제6호 문화공원,문화공원,경기도 가평군 가평읍 대곡리 144-14,,,,,휴게마당,경기도 가평군청
2207,설악 체육공원(제4호),체육공원,경기도 가평군 설악면 선촌리 589-1,"테니스장, 족구장, 체력단련장",,"주차장, 화장실, 관리사무소",,"도로, 녹지",경기도 가평군청
2208,청평 어린이공원,어린이공원,경기도 가평군 청평면 청평리 79-119,운동시설,"어린이놀이터, 조합놀이대, 흔들놀이, 시소, 놀이집",,,"도로, 광장, 플랜터, 수목보호대, 파고라, 의자, 앉음벽",경기도 가평군청
2209,제12호 소공원,소공원,경기도 가평군 가평읍 읍내리 1054,,,,,"도로, 광장, 쉼터, 파고라, 앉음벽, 평의자, 디딤석, 녹지",경기도 가평군청
2210,제13호 소공원,소공원,경기도 가평군 가평읍 읍내리 1055,,,,,"도로, 광장, 쉼터, 파고라, 앉음벽, 평의자, 디딤석, 녹지",경기도 가평군청
2211,죽동,근린공원,대전광역시 유성구 죽동 712-1,,,,,,대전광역시 유성구청
2212,자운,근린공원,대전광역시 유성구 자운동 555,,,,,,대전광역시 유성구청
2213,오리골,근린공원,대전광역시 유성구 장동 451,,,,,,대전광역시 유성구청
2214,원동제1근린공원,근린공원,경기도 오산시 원동 404-7,"농구장, 조깅코스",조합놀이대 등,,,,오산시 환경사업소 공원녹지과
2215,죽미근린공원,근린공원,경기도 오산시 세교동 620,,조합놀이대 등,,,,오산시 환경사업소 공원녹지과
2216,느티근린공원,근린공원,경기도 오산시 금암동 497,배드민턴장,,화장실,,,오산시 환경사업소 공원녹지과
2217,여계근린공원,근린공원,경기도 오산시 금암동 514,,,,,,오산시 환경사업소 공원녹지과
2218,고인돌공원,역사공원,경기도 오산시 금암동 520,,,,야외무대,,오산시 환경사업소 공원녹지과
2219,금바위공원,근린공원,경기도 오산시 금암동 541,,,,,,오산시 환경사업소 공원녹지과
2220,문헌근린공원,근린공원,경기도 오산시 내삼미동 879,"풋살장, 농구대",,화장실,,,오산시 환경사업소 공원녹지과
2221,도원근린공원,근린공원,경기도 오산시 수청동 624,,조합놀이대 등,화장실,,,오산시 환경사업소 공원녹지과
2222,문성지구 제3어린이공원,어린이공원,경상북도 구미시 고아읍 문성리 1693,,조합놀이대,평의자,,,경상북도 구미시청
2223,공단지구 어린이놀이터1,어린이공원,경상북도 구미시 공단동 296-31,허리돌리기,흔들놀이기구,연식의자,,제어기,경상북도 구미시청
2224,공단지구 어린이놀이터2,어린이공원,경상북도 구미시 공단동 296-30,허리돌리기,조합놀이대,연식의자,,제어기,경상북도 구미시청
2225,문성지구 제2어린이공원,어린이공원,경상북도 구미시 고아읍 문성리 1607,공중걷기,조합놀이대,평의자,,,경상북도 구미시청
2226,문성1공원,어린이공원,경상북도 구미시 고아읍 문성리 1947,,움막놀이대,자연목육각의자,,종합안내판,경상북도 구미시청
2227,문성2공원,어린이공원,경상북도 구미시 고아읍 문성리 1882,,체험놀이,등의자,,종합안내판,경상북도 구미시청
2228,양지공원(갈뫼공원),근린공원,경상북도 구미시 비산동 419,,조합놀이대,연식의자,,조형물,경상북도 구미시청
2229,중앙공원(송정지구),근린공원,경상북도 구미시 송정동 424-22,공중걷기,,등의자,,게시판,경상북도 구미시청
2230,인제 제1공원,어린이공원,강원도 인제군 인제읍 상동리 42-4,운동기구5,조합놀이대,의자,,,강원도 인제군청
2231,인제 제2공원,어린이공원,강원도 인제군 인제읍 남북리 801,운동기구3,"조합놀이대, 그네, 흔들놀이기구2",파고라+의자,,,강원도 인제군청
2232,인제 제3공원,어린이공원,강원도 인제군 인제읍 합강리 278-1,운동기구6,,파고라+의자,,,강원도 인제군청
2233,인제 제6공원,어린이공원,강원도 인제군 인제읍 상동리 424-2,,"조합놀이대, 그네, 흔들놀이기구4",파고라+의자,,,강원도 인제군청
2234,신남 제3공원,어린이공원,강원도 인제군 남면 신남리 328-1,운동기구3,,화장실+파고라+의자,,,강원도 인제군청
2235,신남 제2공원,어린이공원,강원도 인제군 남면 신남리 304-19,풋살경기장,"조합놀이대, 흔들놀이기구2",화장실+파고라+의자,,분수대,강원도 인제군청
2236,원통 제5공원,어린이공원,강원도 인제군 북면 원통리 1653-1,운동기구3,"조합놀이대, 그네, 흔들놀이기구3",파고라+의자,,,강원도 인제군청
2237,상남 제1공원,근린공원,강원도 인제군 상남면 상남리 135-10,,"조합놀이대, 흔들놀이기구3",파고라+의자,,,강원도 인제군청
2238,합강공원,근린공원,강원도 인제군 인제읍 합강리 221-13,,,의자,,휴게소+분수대 등,강원도 인제군청
2239,둠뫼공원,어린이공원,울산광역시 동구 방어동 60-3,,,,,,울산광역시 동구청 공원녹지과
2240,숲거랑공원,어린이공원,울산광역시 동구 방어동 96,,,,,,울산광역시 동구청 공원녹지과
2241,쇠평공원,소공원,울산광역시 동구 동부동 98,,,,,,울산광역시 동구청 공원녹지과
2242,쇠평공원,어린이공원,울산광역시 동구 동부동 112,,,,,,울산광역시 동구청 공원녹지과
2243,주택재건축공원,어린이공원,울산광역시 동구 전하동 627,,,,,,울산광역시 동구청 공원녹지과
2244,상진공원,체육공원,울산광역시 동구 방어동 214,,,,,,울산광역시 동구청 공원녹지과
2245,주택재건축공원,소공원,울산광역시 동구 전하동 641-3,,,,,,울산광역시 동구청 공원녹지과
2246,월봉골공원,어린이공원,울산광역시 동구 화정동 659-41,,,,,,울산광역시 동구청 공원녹지과
2247,일산천 문화공원,기타,울산광역시 동구 일산동 443,,,,,,울산광역시 동구청 공원녹지과
2248,목장공원,소공원,울산광역시 동구 화정동 664-14,,,,,,울산광역시 동구청 공원녹지과
2249,하늘마루공원,소공원,울산광역시 동구 방어동 1522,,,,,,울산광역시 동구청 공원녹지과
2250,남목생활공원,어린이공원,울산광역시 동구 동부동 161,,,,,,울산광역시 동구청 공원녹지과
2251,갈곶근린공원,근린공원,경기도 오산시 갈곶동 290-6,,,,,,오산시 환경사업소 공원녹지과
2252,궐동제7어린이공원,어린이공원,경기도 오산시 궐동 706,,조합놀이대 등,,,,오산시 환경사업소 공원녹지과
2253,수청제2어린이공원,어린이공원,경기도 오산시 내삼미동 851,,조합놀이대 등,,,,오산시 환경사업소 공원녹지과
2254,수청제3어린이공원,어린이공원,경기도 오산시 내삼미동 862,,조합놀이대 등,,,,오산시 환경사업소 공원녹지과
2255,수청제4어린이공원,어린이공원,경기도 오산시 수청동 565,,조합놀이대 등,,,,오산시 환경사업소 공원녹지과
2256,궐동제3어린이공원,어린이공원,경기도 오산시 궐동 624,,조합놀이대 등,,,,오산시 환경사업소 공원녹지과
2257,궐동제4어린이공원,어린이공원,경기도 오산시 궐동 660,,조합놀이대 등,,,,오산시 환경사업소 공원녹지과
2258,궐동제5어린이공원,어린이공원,경기도 오산시 궐동 656,,조합놀이대 등,,,,오산시 환경사업소 공원녹지과
2259,부산어린이공원,어린이공원,경기도 오산시 부산동 479-6,,조합놀이대 등,,,,오산시 환경사업소 공원녹지과
2260,가수제2어린이공원,어린이공원,경기도 오산시 가수동 14-5,,조합놀이대 등,,,,오산시 환경사업소 공원녹지과
2261,불무공원,근린공원,충청북도 청주시 서원구 개신동 690,,,,,,충청북도 청주시 푸른도시사업본부 공원관리과
2262,강뜰,어린이공원,충청북도 청주시 서원구 개신동 587,,,,,,충청북도 청주시 푸른도시사업본부 공원관리과
2263,바람골,어린이공원,충청북도 청주시 서원구 개신동 633,,,,,,충청북도 청주시 푸른도시사업본부 공원관리과
2264,배티,어린이공원,충청북도 청주시 서원구 개신동 614,,,,,,충청북도 청주시 푸른도시사업본부 공원관리과
2265,새터,어린이공원,충청북도 청주시 서원구 개신동 636,,,,,,충청북도 청주시 푸른도시사업본부 공원관리과
2266,꿈동산,어린이공원,충청북도 청주시 서원구 산남동 745,,,,,,충청북도 청주시 푸른도시사업본부 공원관리과
2267,오리골공원,근린공원,충청북도 청주시 서원구 성화동 산80-7,,,,,,충청북도 청주시 푸른도시사업본부 공원관리과
2268,중하,어린이공원,충청북도 청주시 흥덕구 비하동 716,,,,,,충청북도 청주시 푸른도시사업본부 공원관리과
2269,송골,어린이공원,충청북도 청주시 흥덕구 가경동 1470-13,,,,,,충청북도 청주시 푸른도시사업본부 공원관리과
2270,강변,어린이공원,충청북도 청주시 흥덕구 가경동 1551,,,,,,충청북도 청주시 푸른도시사업본부 공원관리과
2271,통수,어린이공원,충청북도 청주시 흥덕구 가경동 1486-2,,,,,,충청북도 청주시 푸른도시사업본부 공원관리과
2272,탑연공원,근린공원,충청북도 청주시 흥덕구 강내면 탑연리 산16-4,,,,,,충청북도 청주시 푸른도시사업본부 공원관리과
2273,공원(반구농공단지),소공원,경상북도 영주시 장수면 반구리 565-6,,,,,,경상북도 영주시청
2274,중삼공원,근린공원,충청북도 청주시 서원구 현도면 중삼리 54,,,,,,충청북도 청주시 푸른도시사업본부 공원관리과
2275,죽전공원,근린공원,충청북도 청주시 서원구 현도면 죽전리 660,,,,,,충청북도 청주시 푸른도시사업본부 공원관리과
2276,달계공원,어린이공원,충청북도 청주시 서원구 현도면 달계리 555-2,,,,,,충청북도 청주시 푸른도시사업본부 공원관리과
2277,과수원,어린이공원,충청북도 청주시 서원구 현도면 매봉리 271-4,,,,,,충청북도 청주시 푸른도시사업본부 공원관리과
2278,공원,소공원,충청북도 괴산군 청안면 청용리 산17-4,,,,,,충청북도 괴산군청
2279,발효소공원,소공원,충청북도 괴산군 괴산읍 능촌리 1049,,,,,,충청북도 괴산군청
2280,제1호소공원,소공원,충청북도 괴산군 칠성면 율지리 산14,,,,,,충청북도 괴산군청
2281,칠성공원,역사공원,충청북도 괴산군 칠성면 도정리 212-4,,,,,,충청북도 괴산군청
2282,성불산생태공원,문화공원,충청북도 괴산군 괴산읍 검승리 산26-1,,,전망대,전시장,,충청북도 괴산군청
2283,공원,문화공원,충청북도 괴산군 불정면 목도리 303-3,,,,,,충청북도 괴산군청
2284,발효문화공원,문화공원,충청북도 괴산군 괴산읍 능촌리 1073,,,,,,충청북도 괴산군청
2285,청천문화공원,문화공원,충청북도 괴산군 청천면 청천리 50,,,,푸른내 문화센터,,충청북도 괴산군청
2286,수변공원,수변공원,충청북도 괴산군 괴산읍 대사리 78-1,,,,,,충청북도 괴산군청
2287,문화공원,문화공원,충청북도 괴산군 괴산읍 대사리 63-4,,,,,,충청북도 괴산군청
2288,소공원,소공원,충청북도 괴산군 괴산읍 대사리 59-1,,,,,,충청북도 괴산군청
2289,대청,기타,대전광역시 대덕구 미호동 57,,,,,,대전광역시 대덕구청
2290,미사한강공원1호(10),근린공원,"경기도 하남시 선동413, 413-1",,,,,,경기도 하남시청
2291,미사한강공원2호(11),근린공원,경기도 하남시 선동 417,,조합놀이대+그네+시소+흔들놀이,,,,경기도 하남시청
2292,미사한강공원5호(12),근린공원,경기도 하남시 망월동 832,,,,,,경기도 하남시청
2293,미사숲공원(16),근린공원,"경기도 하남시 풍산동 535, 536, 537",,조합놀이대+그네+시소+흔들놀이,,,,경기도 하남시청
2294,미사누리공원1호(13),근린공원,경기도 하남시 망월동 838,,,,,,경기도 하남시청
2295,미사누리공원2호(14),근린공원,경기도 하남시 망월동 955,,,,,,경기도 하남시청
2296,한샘,어린이공원,서울특별시 송파구 문정동 66,,,,,,서울특별시 송파구청
2297,향나무,어린이공원,서울특별시 송파구 거여동 293-2,,,,,,서울특별시 송파구청
2298,호돌이,어린이공원,서울특별시 송파구 문정동 150-11,,,,,,서울특별시 송파구청
2299,호순이,어린이공원,서울특별시 송파구 문정동 150-3,,,,,,서울특별시 송파구청
2300,별내택지 근린공원3,근린공원,경기도 남양주시 별내동 939,,,,,,경기도 남양주시청
2301,별내택지 근린공원7,근린공원,경기도 남양주시 별내동 988,,,,,,경기도 남양주시청
2302,별내택지 근린공원4,근린공원,경기도 남양주시 별내동 918,,,,,,경기도 남양주시청
2303,별내택지 근린공원6,근린공원,경기도 남양주시 별내동 1016-3,,,,,,경기도 남양주시청
2304,별내택지 근린공원5,근린공원,경기도 남양주시 별내동 1074,,,,,,경기도 남양주시청
2305,별내택지 체육공원,체육공원,경기도 남양주시 별내동 861,,,,,,경기도 남양주시청
2306,별내택지체육공원1,체육공원,경기도 남양주시 별내동858,,,,,,경기도 남양주시청
2307,별내택지 체육공원3,체육공원,경기도 남양주시 별내동910,,,,,,경기도 남양주시청
2308,별내택지 체육공원4,체육공원,경기도 남양주시 별내동908,,,,,,경기도 남양주시청
2309,마석신도2차1호소공원,소공원,경기도 남양주시 화도읍 묵현리 625-2,,,,,,경기도 남양주시청
2310,마석신도2차2호소공원,소공원,경기도 남양주시 화도읍 묵현리 625-4,,,,,,경기도 남양주시청
2311,녹촌제2호어린이공원,어린이공원,경기도 남양주시 화도읍 녹촌리 23-3,,,,,,경기도 남양주시청
2312,녹촌제3호어린이공원,어린이공원,경기도 남양주시 화도읍 녹촌리 205-1,,,,,,경기도 남양주시청
2313,녹촌제1호근린공원,근린공원,경기도 남양주시 화도읍 녹촌리 214-10,,,,,,경기도 남양주시청
2314,삼거리소공원,소공원,영월군 산솔면 연상리 434-4,,,,,,강원도 영월군청
2315,누비어린이공원,어린이공원,영월군 영월읍 덕포리 505-12,,,,,,강원도 영월군청
2316,옥수정어린이공원,어린이공원,영월군 상동읍 구래리 산1-37,,,,,,강원도 영월군청
2317,별빛폭포어린이공원,어린이공원,영월군 영월읍 하송리 217-4,,,,,,강원도 영월군청
2318,해찬솔어린이공원,어린이공원,영월군 영월읍 덕포리 646,,,,,,강원도 영월군청
2319,별바라기어린이공원,어린이공원,영월군 영월읍 덕포리 429,,,,,,강원도 영월군청
2320,꽃가람어린이공원,어린이공원,영월군 주천면 주천리 897-9,,,,,,강원도 영월군청
2321,하송어린이공원,어린이공원,영월군 영월읍 하송리 363-2,,,,,,강원도 영월군청
2322,은행나무어린이공원,어린이공원,영월군 영월읍 하송리 127,,,,,,강원도 영월군청
2323,가온어린이공원,어린이공원,영월군 영월읍 영흥리 1033-33,,,,,,강원도 영월군청
2324,새내어린이공원,어린이공원,영월군 한반도면 신천리 471,,,,,,강원도 영월군청
2325,마차어린이공원,어린이공원,영월군 북면 마차리 14-22,,,,,,강원도 영월군청
2326,연상어린이공원,어린이공원,영월군 산솔면 연상리 67-9,,,,,,강원도 영월군청
2327,덕포리어린이공원,어린이공원,영월군 영월읍 덕포리 574-151,,,,,,강원도 영월군청
2328,하송공원,근린공원,영월군 영월읍 영흥리 1097-2,,,,,,강원도 영월군청
2329,금강공원,근린공원,영월군 영월읍 영흥리 산59,,,,,,강원도 영월군청
2330,동강생태공원,근린공원,영월군 영월읍 삼옥리 897,,,,,,강원도 영월군청
2331,상동1공원,근린공원,영월군 상동읍 구래리 산61,,,,,,강원도 영월군청
2332,덕포공원,근린공원,영월군 영월읍 덕포리 585,,,,,,강원도 영월군청
2333,산성이공원,어린이공원,울산광역시 동구 전하동 660-3,,,,,,울산광역시 동구청 공원녹지과
2334,큰골공원,소공원,울산광역시 동구 서부동 산10-11,,,,,,울산광역시 동구청 공원녹지과
2335,방어진도시자연공원구역,기타,울산광역시 동구 화정동 산33,,,,,,울산광역시 동구청 공원녹지과
2336,감나무골공원,어린이공원,울산광역시 동구 동부동 426-1,,,,,,울산광역시 동구청 공원녹지과
2337,남목1동 쌈지공원,기타,울산광역시 동구 서부동 522-7,,,,,,울산광역시 동구청 공원녹지과
2338,남목3동 쌈지공원,기타,울산광역시 동구 동부동 산164-7,,,,,,울산광역시 동구청 공원녹지과
2339,댕바위공원,어린이공원,울산광역시 동구 방어동 59-2,,,,,,울산광역시 동구청 공원녹지과
2340,꽃받등공원,어린이공원,울산광역시 동구 방어동 59-3,,,,,,울산광역시 동구청 공원녹지과
2341,물빛문화공원,문화공원,"서울특별시 마포구 상암동 1608,1609",,,,,,서울특별시 마포구
2342,휴암문화공원,문화공원,서울특별시 마포구 상암동 670,,,,,,서울특별시 마포구
2343,홍익문화공원,문화공원,서울특별시 마포구 서교동 359,,,,,,서울특별시 마포구
2344,양화진역사공원,역사공원,서울특별시 마포구 합정동 139-21 일대,,,,,,서울특별시 마포구
2345,외국인묘지공원,묘지공원,서울특별시 마포구 합정동145-3 등 10필지,,,,,,서울특별시 마포구
2346,나래울공원,어린이공원,부산광역시 기장군 정관읍 달산리 1198,농구대 등,조합놀이대 외 3종,,,파고라 외 3종,부산광역시 기장군청
2347,동구래공원,어린이공원,부산광역시 기장군 정관읍 달산리 1208,허리돌리기 외 2종,조합놀이대 외 3종,,,파고라 외 3종,부산광역시 기장군청
2348,햇돌공원,어린이공원,부산광역시 기장군 정관읍 매학리 722,,조합놀이대 외 4종,,,파고라 외 3종,부산광역시 기장군청
2349,애솔공원,어린이공원,부산광역시 기장군 정관읍 매학리 796,배드민터코트 외 4종,조합놀이대 외 3종,,,평의자 외 2종,부산광역시 기장군청
2350,모전공원,어린이공원,부산광역시 기장군 정관읍 모전리 690,농구대 외 4종,조합놀이대 외 4종,,,파고라 외 2종,부산광역시 기장군청
2351,바람개비공원,어린이공원,부산광역시 기장군 정관읍 모전리 709,배근력대 외 3종,조합놀이대 외 4종,,,등의자 외 3종,부산광역시 기장군청
2352,둥지공원,어린이공원,부산광역시 기장군 정관읍 모전리 718,배근력대 외 2종,조합놀이대 외 4종,,,파고라 외 3종,부산광역시 기장군청
2353,새늘공원,어린이공원,부산광역시 기장군 정관읍 모전리 733,배근력대 외 3종,조합놀이대 외 3종,,,평의자 외 2종,부산광역시 기장군청
2354,하늘아리공원,어린이공원,부산광역시 기장군 정관읍 모전리 773,배근력대 외 2종,조합놀이대 외 4종,,,파고라 외 3종,부산광역시 기장군청
2355,북면문곡리공원,소공원,영월군 북면 문곡리 1740,,,,,,강원도 영월군청
2356,온수(잣절지구),근린공원,서울특별시 구로구 개봉동 45-2,"체력단련시설 15점, 배드민턴장 1개소",,,,,서울특별시 구로구청
2357,온수(반달지구),근린공원,서울특별시 구로구 오류동 18-141,,,,,,서울특별시 구로구청
2358,미리내,어린이공원,서울특별시 강서구 화곡동 1008-32,,어린이놀이시설,음수대,,,서울특별시 강서구청
2359,수명산,어린이공원,서울특별시 강서구 화곡동 1044-31,,어린이놀이시설,,,,서울특별시 강서구청
2360,대원,어린이공원,서울특별시 강서구 화곡동 1022,,,,,,서울특별시 강서구청
2361,천사,어린이공원,서울특별시 강서구 화곡동 1139-1,,어린이놀이시설,,,,서울특별시 강서구청
2362,두레,어린이공원,서울특별시 강서구 화곡동 792-9,,어린이놀이시설,,,,서울특별시 강서구청
2363,달빛,어린이공원,서울특별시 강서구 화곡동783-1,,어린이놀이시설,음수대,,,서울특별시 강서구청
2364,무지개,어린이공원,서울특별시 강서구 화곡동806-10,,어린이놀이시설,,,,서울특별시 강서구청
2365,능골,어린이공원,서울특별시 강서구 화곡동468-1,,어린이놀이시설,,,,서울특별시 강서구청
2366,종달새,어린이공원,서울특별시 강서구 화곡동819-5,,어린이놀이시설,음수대,,,서울특별시 강서구청
2367,꿈동산공원,어린이공원,부산광역시 사하구 다대1동 940,,,,,,부산광역시 사하구청
2368,초롱공원,어린이공원,부산광역시 사하구 다대동 1668,,,,,,부산광역시 사하구청
2369,고니나루쉼터,문화공원,부산광역시 사하구 다대동 1525-1,,,,,,부산광역시 사하구청
2370,다대포해변공원,수변공원,부산광역시 사하구 다대동 1674번지,,,,,,부산광역시 사하구청
2371,구평뜰공원,소공원,부산광역시 사하구 구평동 497,,,,,,부산광역시 사하구청
2372,등나무공원,어린이공원,부산광역시 사하구 다대2동80-1,,,,,,부산광역시 사하구청
2373,안골새공원,소공원,부산광역시 사하구 감천동 31-5,,,,,,부산광역시 사하구청
2374,팽나무공원,소공원,부산광역시 사하구 감천동 140-2,,,,,,부산광역시 사하구청
2375,소공원,소공원,부산광역시 사하구 괴정동 581-28,,,,,,부산광역시 사하구청
2376,소공원,소공원,부산광역시 사하구 괴정동 578-17,,,,,,부산광역시 사하구청
2377,소공원,소공원,부산광역시 사하구 괴정동 571-11,,,,,,부산광역시 사하구청
2378,느티나무공원,소공원,부산광역시 사하구 감천동 234-3,,,,,,부산광역시 사하구청
2379,어린이공원,어린이공원,부산광역시 사하구 괴정동 566-31,,,,,,부산광역시 사하구청
2380,하늘땅별땅공원,어린이공원,부산광역시 사하구 신평동 354-4,,,,,,부산광역시 사하구청
2381,구평 근린공원,근린공원,부산광역시 사하구 구평동 500,,,,,,부산광역시 사하구청
2382,도시농업공원,도시농업공원,부산광역시 사하구 감천동 11-113,,,,,,부산광역시 사하구청
2383,소공원,소공원,부산광역시 사하구 괴정동 545-7,,,,,,부산광역시 사하구청
2384,어린이공원,어린이공원,부산광역시 사하구 괴정동 534-23,,,,,,부산광역시 사하구청
2385,을숙도기후생태교육공원,어린이공원,부산광역시 사하구 하단동 1149-38,,,,,,부산광역시 사하구청
2386,가로공원,기타,부산광역시 사하구 괴정동 535-15,,,,,,부산광역시 사하구청
2387,가로공원,기타,부산광역시 사하구 괴정동 537-43,,,,,,부산광역시 사하구청
2388,죽산연못공원,어린이공원,경기도 안성시 죽산면 죽산리 482-1,,,,,,경기도 안성시청
2389,안성맞춤가족공원(17호근린공원),근린공원,경기도 안성시 공도읍 마정리 112-52,,,,,,경기도 안성시청
2390,아양1호근린공원,근린공원,경기도 안성시 옥산동 360,,,,,,경기도 안성시청
2391,아양2호근린공원,근린공원,경기도 안성시 옥산동 318,,,,,,경기도 안성시청
2392,백구,어린이공원,광주광역시 서구 동천동 503,6,5,3,0,14,광주광역시 서구청
2393,도례공원,근린공원,경기도 안성시 도기동 산64,,,,,,경기도 안성시청
2394,알미산공원,근린공원,경기도 안성시 옥산동 365,,,,,,경기도 안성시청
2395,아양1호공원,어린이공원,경기도 안성시 옥산동 349,,,,,,경기도 안성시청
2396,신평레포츠공원,체육공원,부산광역시 사하구 신평동 651-9,,,,,,부산광역시 사하구청
2397,공간공원,어린이공원,부산광역시 사하구 다대동 85-14,,,,,,부산광역시 사하구청
2398,대성공원,어린이공원,부산광역시 사하구 다대동 1552-3,,,,,,부산광역시 사하구청
2399,중현공원,어린이공원,부산광역시 사하구 다대동 1550-5,,,,,,부산광역시 사하구청
2400,응봉공원,어린이공원,부산광역시 사하구 다대동 1549-1,,,,,,부산광역시 사하구청
2401,조성공원,어린이공원,부산광역시 사하구 다대동 1548-16,,,,,,부산광역시 사하구청
2402,씨앗공원,어린이공원,부산광역시 사하구 구평동 201,,,,,,부산광역시 사하구청
2403,풀꽃공원,어린이공원,부산광역시 사하구 구평동 514,,,,,,부산광역시 사하구청
2404,열매공원,어린이공원,부산광역시 사하구 구평동 511,,,,,,부산광역시 사하구청
