,공원명,공원구분,소재지지번주소,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),관리기관명
0,승지공원,근린공원,경기도 시흥시 능곡동 552,,조합놀이대,,도서관,,경기도 시흥시청
1,고촌어린이19(수기1공원),어린이공원,경기도 김포시 고촌읍 신곡리 1249,,조합놀이대+그네,,,,경기도 김포시 공원관리과
2,고촌어린이20(수기2공원),어린이공원,경기도 김포시 고촌읍 신곡리 1260,체력단련시설,조합놀이대+그네,,,,경기도 김포시 공원관리과
3,고촌어린이21(수기3공원),어린이공원,경기도 김포시 고촌읍 신곡리 1268,,조합놀이대+그네,,,,경기도 김포시 공원관리과
4,항공소공원1,소공원,경기도 김포시 대곶면 대벽리 산66-56,,,,,,경기도 김포시 공원녹지과
5,걸포어린이22,어린이공원,경기도 김포시 걸포동 1560,,조합놀이대,,,,경기도 김포시 공원관리과
6,신곡노을공원(고촌31호),근린공원,경기도 김포시 고촌읍 신곡리 1106,체력단련시설+농구장+배드민턴장,조합놀이대,화장실,,,경기도 김포시 공원관리과
7,양산근린3,근린공원,경기도 김포시 양촌읍 학운리 3021,체력단련시설+배드민턴장,조합놀이대,,,,경기도 김포시 공원관리과
8,양산근린4,근린공원,경기도 김포시 양촌읍 학운리 3085,체력단련시설+농구장+배드민턴장+축구장,,주차장+화장실,,,경기도 김포시 공원관리과
9,고촌어린이112,어린이공원,경기도 김포시 고촌읍 태리 955-5,,,,,,경기도 김포시 공원관리과
10,광탄2호 소공원,소공원,경기도 양평군 용문면 광탄리 711,,,,,,경기도 양평군청
11,광탄3호 소공원,소공원,경기도 양평군 용문면 광탄리 762,,,,,,경기도 양평군청
12,공흥 소공원,소공원,경기도 양평군 양평읍 공흥리 885-1,,,,,,경기도 양평군청
13,한강아트로드 공원,소공원,경기도 양평군 강하면 운심리 43-25,,,,,,경기도 양평군청
14,강하 소공원,소공원,경기도 양평군 강하면 운심리 28-1,농구장+축구장+테니스장,,,,,경기도 양평군청
15,오빈12호 소공원,소공원,경기도 양평군 양평읍 오빈리 96-40,,,,,,경기도 양평군청
16,오빈13호 소공원,소공원,경기도 양평군 양평읍 오빈리 88-47,,,,,,경기도 양평군청
17,오빈14호 소공원,소공원,경기도 양평군 양평읍 오빈리 88-46,,,,,,경기도 양평군청
18,오빈15호 소공원,소공원,경기도 양평군 양평읍 오빈리 81-32,,,,,,경기도 양평군청
19,양근소공원(17호),소공원,경기도 양평군 양평읍 양근리 53-2,,,,,,경기도 양평군청
20,병산1호 소공원,소공원,경기도 양평군 강상면 병산리 138,,,,,,경기도 양평군청
21,병산2호 소공원,소공원,경기도 양평군 강상면 병산리 142-35,,,,,,경기도 양평군청
22,병산3호 소공원,소공원,경기도 양평군 강상면 병산리 40,,,,,,경기도 양평군청
23,병산4호 소공원,소공원,경기도 양평군 강상면 병산리 1205-1,,,,,,경기도 양평군청
24,양근소공원(19호),소공원,경기도 양평군 양평읍 양근리 739,,,,,,경기도 양평군청
25,양서 소공원 7,소공원,경기도 양평군 양서면 신원리 471-5,,,,,,경기도 양평군청
26,공흥 양근공원,소공원,경기도 양평군 양평읍 공흥리 456-25,,,,,,경기도 양평군청
27,공원:140(수청2지구),근린공원,충청남도 당진시 수청동 산178,,,,,,충청남도 당진시청
28,공원:141(수청2지구),어린이공원,충청남도 당진시 수청동 261,,,,,,충청남도 당진시청
29,공원:142(수청2지구),소공원,충청남도 당진시 수청동 228,,,,,,충청남도 당진시청
30,공원:143,소공원,충청남도 당진시 채운동 256-3,,,,,,충청남도 당진시청
31,공원:154(수청1지구),소공원,충청남도 당진시 수청동 368-2,,,,,,충청남도 당진시청
32,공원:144(읍내1지구),어린이공원,충청남도 당진시 읍내동 37,,,,,,충청남도 당진시청
33,공원:145(수청1지구),소공원,충청남도 당진시 수청동 591-2,,,,,,충청남도 당진시청
34,공원:146(수청1지구),어린이공원,충청남도 당진시 수청동 484-13,,,,,,충청남도 당진시청
35,공원:147(수청1지구),어린이공원,충청남도 당진시 수청동 368-1,,,,,,충청남도 당진시청
36,공원:148(수청1지구),어린이공원,충청남도 당진시 수청동 596,,,,,,충청남도 당진시청
37,공원:123(당진:26 소망공원),어린이공원,충청남도 당진시 원당동 1250,,,,,,충청남도 당진시청
38,공원:124(당진:27 사랑공원),어린이공원,충청남도 당진시 원당동 1247,,,,,,충청남도 당진시청
39,공원:125(당진:28 호서공원),어린이공원,충청남도 당진시 원당동 1176,,,,,,충청남도 당진시청
40,공원:126(대덕수청지구 도시개발사업:29),수변공원,충청남도 당진시 수청동 1110,,,,,,충청남도 당진시청
41,공원:127(대덕수청지구 도시개발사업:30),수변공원,충청남도 당진시 대덕동 1809,,,,,,충청남도 당진시청
42,공원:128(대덕수청지구 도시개발사업:31),수변공원,충청남도 당진시 대덕동 1810,,,,,,충청남도 당진시청
43,공원:129(대덕수청지구 도시개발사업:32/봉암),근린공원,충청남도 당진시 대덕동 1881,,,,,,충청남도 당진시청
44,공원:130(대덕수청지구 도시개발사업:33/수청),소공원,충청남도 당진시 수청동 1004,,,,,,충청남도 당진시청
45,공원:131(대덕수청지구 도시개발사업:34/상상),어린이공원,충청남도 당진시 대덕동 1790,,,,,,충청남도 당진시청
46,공원:132(대덕수청지구 도시개발사업:35/구름),어린이공원,충청남도 당진시 대덕동 1835,,,,,,충청남도 당진시청
47,공원:133(대덕수청지구 도시개발사업:36/무지개),어린이공원,충청남도 당진시 대덕동 1878,,,,,,충청남도 당진시청
48,공원:134(당진:37 채운),소공원,충청남도 당진시 채운동 1126,,,,,,충청남도 당진시청
49,공원:135(당진:44 남산공원),소공원,충청남도 당진시 읍내동 232-40,,,,,,충청남도 당진시청
50,공원:136(수청지구),어린이공원,충청남도 당진시 수청동 863-1,,,,,,충청남도 당진시청
51,공원:137(수청지구),어린이공원,충청남도 당진시 수청동 849-26,,,,,,충청남도 당진시청
52,공원:138(수청지구),소공원,충청남도 당진시 수청동 867,,,,,,충청남도 당진시청
53,공원:139(수청지구),소공원,충청남도 당진시 수청동 849-32,,,,,,충청남도 당진시청
54,은행어린이공원,어린이공원,대구광역시 달서구 상인동 1589,,조합놀이대,화장실,,,대구광역시 달서구청
55,이곡어린이공원,어린이공원,대구광역시 달서구 이곡동 1304-2,,흔들놀이기구+조합놀이대,,,,대구광역시 달서구청
56,장관어린이공원,어린이공원,대구광역시 달서구 송현동 1993-2,,,,,,대구광역시 달서구청
57,장미공원,어린이공원,대구광역시 달서구 진천동 780-1,게이트볼장,조합놀이대,화장실,,,대구광역시 달서구청
58,장미공원,어린이공원,대구광역시 달서구 상인동 1592-3,,조합놀이대,화장실,,,대구광역시 달서구청
59,장산공원,어린이공원,대구광역시 달서구 용산동 940-7,,조합놀이대,,,,대구광역시 달서구청
60,점터공원,어린이공원,대구광역시 달서구 신당동 1801,,조합놀이대,,,,대구광역시 달서구청
61,죽전공원,어린이공원,대구광역시 달서구 죽전동 203-2,,,,,,대구광역시 달서구청
62,진달래공원,어린이공원,대구광역시 달서구 진천동 832-3,,"흔들놀이기구, 조합놀이대",,,,대구광역시 달서구청
63,사노동체육공원,체육공원,경기도 구리시 사노동 37-1,,,,,,경기도 구리시청
64,인창체육공원,체육공원,경기도 구리시 인창동 622-28,,,,,,경기도 구리시청
65,공원:102(당진:02 계림공원),근린공원,충청남도 당진시 수청동 산148,,,,,,충청남도 당진시청
66,공원:103(당진:03 승리봉공원),역사공원,충청남도 당진시 읍내동 507-12,,,,,,충청남도 당진시청
67,공원:104(당진:04 채운공원),근린공원,충청남도 당진시 채운동 357-21,,,,,,충청남도 당진시청
68,공원:107(당진:06 남산공원),근린공원,충청남도 당진시 읍내동 234-33,,,,,,충청남도 당진시청
69,공원:109(당진:8 서문공원),소공원,충청남도 당진시 읍내동 560-2,,,,,,충청남도 당진시청
70,공원:110(당진:09 새싹공원),어린이공원,충청남도 당진시 읍내동 177-1,,,,,,충청남도 당진시청
71,공원:111(당진:10 은하공원),어린이공원,충청남도 당진시 채운동 278-4,,,,,,충청남도 당진시청
72,공원:113(당진:12 하늘공원),어린이공원,충청남도 당진시 읍내동 1373,,,,,,충청남도 당진시청
73,공원:114(당진:13 보름달공원),어린이공원,충청남도 당진시 채운동 1042,,,,,,충청남도 당진시청
74,공원:115(당진:14 바다공원),어린이공원,충청남도 당진시 대덕동 1522,,,,,,충청남도 당진시청
75,공원:116(당진:15 해바라기공원),근린공원,충청남도 당진시 대덕동 1710,,,,,,충청남도 당진시청
76,공원:117(당진:16 채송공원),근린공원,충청남도 당진시 읍내동 1068,,,,,,충청남도 당진시청
77,공원:118(당진:17 라일락공원),근린공원,충청남도 당진시 읍내동 934,,,,,,충청남도 당진시청
78,공원:119(당진:21 한마음공원),근린공원,충청남도 당진시 읍내동 1487,,,,,,충청남도 당진시청
79,공원:120(당진:22 하나공원),어린이공원,충청남도 당진시 읍내동 1450,,,,,,충청남도 당진시청
80,공원:121(당진:23 우리공원),어린이공원,충청남도 당진시 우두동 1388,,,,,,충청남도 당진시청
81,공원:122(당진:25 원당공원),근린공원,충청남도 당진시 원당동 1225,,,,,,충청남도 당진시청
82,29공원,근린공원,전라남도 순천시 오천동 805-16(오천택지),,,,,분수시설,전라남도 순천시청
83,오천공원,어린이공원,전라남도 순천시 오천동 712-6(오천택지),,,,,,전라남도 순천시청
84,68공원,어린이공원,전라남도 순천시 해룡면 상삼리 413번지 일원,,,,,,전라남도 순천시청
85,31공원,근린공원,전라남도 순천시 해룡면 선월리 산39-3번지 일원,,,,,,전라남도 순천시청
86,태화2공원,어린이공원,경상북도 안동시 옥동 970,,,,,,경상북도 안동시청
87,용상6공원,어린이공원,경상북도 안동시 용상동 600-9,,,,,,경상북도 안동시청
88,태화3공원,어린이공원,경상북도 안동시 태화동 891,,,,,,경상북도 안동시청
89,송현제1공원,어린이공원,경상북도 안동시 송현동 295-3,체력단련,사장,표지 및 휴지통,,도로 및 광장+녹지 및 기타,경상북도 안동시청
90,태화1공원,어린이공원,경상북도 안동시 송현동 316-2,체력단련,사장,화장실,,도로 및 광장 녹지 및 기타,경상북도 안동시청
91,태화5공원,어린이공원,경상북도 안동시 태화동 648-121,,,,,,경상북도 안동시청
92,옥동제2공원,어린이공원,경상북도 안동시 옥동 611-1,,,,,,경상북도 안동시청
93,옥동제1공원,어린이공원,경상북도 안동시 옥동 638-2,,,,,,경상북도 안동시청
94,옥동제4공원,어린이공원,경상북도 안동시 옥동 768-2,,,,,,경상북도 안동시청
95,옥동제3공원,어린이공원,경상북도 안동시 옥동 765-1,,,,,,경상북도 안동시청
96,옥동제5공원,어린이공원,경상북도 안동시 옥동 794-1,,,,,,경상북도 안동시청
97,옥동제6공원,어린이공원,경상북도 안동시 옥동 983-5,,,,,,경상북도 안동시청
98,정상택지지구공원,근린공원,경상북도 안동시 정하동 258-1,철봉+팔굽혀펴기+평행봉+허리돌리기+배근력대,,주차장,어린이도서관,녹지,경상북도 안동시청
99,정상택지3공원,어린이공원,경상북도 안동시 정하동 320-1,,,,,,경상북도 안동시청
100,정상택지2공원,어린이공원,경상북도 안동시 정하동 299-2,,,,,,경상북도 안동시청
101,새싹모둠소공원,소공원,경기도 광명시 광명동 317-33,,,,,,경기도 광명시청
102,정상택지1공원,어린이공원,경상북도 안동시 정하동 254-2,,,,,,경상북도 안동시청
103,송천3공원,어린이공원,경상북도 안동시 송천동 950-5,,,,,,경상북도 안동시청
104,옥동제10공원,어린이공원,경상북도 안동시 옥동 920-2,스텝싸이클+체어플+트윈바디싣업,조합놀이대+시소+그네+흔들놀이,,,녹지 및 기타,경상북도 안동시청
105,옥동제8공원,어린이공원,경상북도 안동시 옥동 927-1,,조합놀이대+흔들놀이,,,녹지 및 기타,경상북도 안동시청
106,옥동제7공원,어린이공원,경상북도 안동시 옥동 926-1,,조합놀이대+그네+시소,,,녹지 및 기타,경상북도 안동시청
107,옥동제11공원,어린이공원,경상북도 안동시 옥동 930-5,,조합놀이대+그네+흔들놀이,,,녹지 및 기타,경상북도 안동시청
108,옥동제9공원,어린이공원,경상북도 안동시 옥동 920-5,,조합놀이대,,,녹지 및 기타,경상북도 안동시청
109,옥동근린공원,근린공원,경상북도 안동시 옥동 938-1,,그네+조합놀이대+시소,,,녹지 및 기타,경상북도 안동시청
110,하프콤밸리공원,근린공원,경상북도 안동시 도산면 동부리 산84-1,,,전망대1+주차장5+주차장4+주차장3+화장실4+주차장2+주차장1+휴양림웰빙유스호스텔1+웰빙유스호스텔2+웰빙유스호스텔3+안동호반유스호스텔+유스호스텔숲속의집+관리안내동+주차장6+산림문화 휴양관+약선음식레스토랑+전망테크쉽터1+방문자센터+웰빙휴양관+전망테크쉼터2+전망대2+화장실1+화장실2+화장실3,환경식물원+산채류원+기호식물원미용식물원+염료식물원+초화원+멧돼지관찰원+조류관찰장+야생동물구조센터+생태관찰원+연구하우스,녹지,경상북도 안동시청
111,마애솔숲공원,문화공원,경상북도 안동시 풍산읍 마애리 40-1,,,,,,경상북도 안동시청
112,만소근린공원,근린공원,경상북도 안동시 풍산읍 괴정리 1008,,,,,,경상북도 안동시청
113,검암공원,문화공원,경상북도 안동시 남후면 단호리 55-5,,,주차장,생태학습관1,조성녹지1+육각정자2,경상북도 안동시청
114,안흥공원,소공원,경상북도 안동시 안흥동 356-24,,,,,,경상북도 안동시청
115,소공원1(수하지구),소공원,경상북도 안동시 수하동 287,,,,,,경상북도 안동시청
116,소공원2(수하지구),소공원,경상북도 안동시 수상동 669-1,,,,,,경상북도 안동시청
117,퇴계문화공원,문화공원,경상북도 안동시 도산면 토계리 468-4,,,화장실+주차장3+주차장1+주차장2,교양시설1+교양시설2,녹지,경상북도 안동시청
118,백조공원,수변공원,경상북도 안동시 남후면 무릉리 141-3,,,전망대+주차장,,녹지,경상북도 안동시청
119,단호샌드파크,수변공원,경상북도 안동시 남후면 단호리 76-3,,,화장실+샤워장+주차장2+주차장1+공동취사장,,조성녹지2+녹지+조성녹지1,경상북도 안동시청
120,근린공원1(안),근린공원,경상북도 안동시 풍천면 갈전리 1305,역기내리기운동+역기올리기운동+노젓기운동+허리돌리기운동+양다리운동+옆파도타기운동+원그리기운동,,앉음벽+피크닉테이블+모듈벤치+등의자+평의자,,가벽+새싹파고라+트랠리스+종합안내판+수목보호판+볼라드+디딤돌2,경상북도 안동시청
121,근린공원2(안),근린공원,경상북도 안동시 풍천면 갈전리 1179,달리기+아래로당기기+앞으로밀기+체어풀+허리돌리기+공중걷기+윗몽일으키기+등허리지압기+하체흔들기온몸근육풀기,,앉음벽+파고라B+피크닉테이블2+등의자+평의자,,트랠리스+종합안내판+수목보호판+디딤돌2+가벽,경상북도 안동시청
122,소공원1(안),소공원,경상북도 안동시 풍천면 갈전리 1229,등허리지압기+온몸근육풀기,,앉음벽+파고라+등의자3+평의자3,,트랠리스3+종합안내판+수목보호판+볼라드+디딤돌,경상북도 안동시청
123,어린이공원1(안),어린이공원,경상북도 안동시 풍천면 갈전리 1492,마라톤운동+양다리운동+등허리근육풀기운동+옆파도타기운동,선녀와나무꾼조합놀이대+구름그네+구름모래탁자+해적흔들놀이+무지개흔들놀이,모듈벤치3+등의자B6+평의자B5,,트랠리스9+종합안내판+수목보호판B6+볼라드7+디딤돌+모래막이,경상북도 안동시청
124,어린이공원2(안),어린이공원,경상북도 안동시 풍천면 갈전리 1420,역기올리기운동+양다리운동+옆파도타기운동+원그리기운동,숲속조합놀이대+Fun HillA+아지트+구름모래탁자+숲속시소2+무지개흔들놀이+거북이흔들놀이2,모듈벤치6+토끼벤치8+등의자B3,,트렐리스2+종합안내판+수목보호판B4+볼라드B3+디딤돌+모래막이,경상북도 안동시청
125,어린이공원3(안),어린이공원,경상북도 안동시 풍천면 갈전리 1684,노젓기운동+허리돌리기운동+양다리운동+옆파도타기운동+원그리기운동,피노키오조합놀이대+Fun HillB2+구름그네+구름모래탁자+나비미끄럼틀+무지개흔들놀이+나비흔들놀이,등의자B12+평의자B10+앉음벽,,가벽HI+트렐리스8+종합안내판+수목보호판B9+디딤돌+모래막이,경상북도 안동시청
126,소공원3(안),소공원,경상북도 안동시 풍천면 갈전리 1719,,,데크전망대6A,,앉음벽+종합안내판+녹지,경상북도 안동시청
127,소공원2(안),소공원,경상북도 안동시 풍천면 갈전리 1676,,,데크전망대A+데크전망대,,파고라A+앉음벽+녹지+평의자+종합안내판,경상북도 안동시청
128,수변공원2(안),수변공원,경상북도 안동시 풍천면 갈전리 1707,,,통석의자13,,녹지+진입계단+거석A+거석B+친수계단AF+여울+공간안내판2+생태해설판,경상북도 안동시청
129,우주,어린이공원,광주광역시 광산구 선암동 637,,시소+조합놀이,,,,광주광역시 광산구청
130,수변공원1(안),수변공원,경상북도 안동시 풍천면 갈전리 1706,,,통석의자17,거석A+생태도랑+여울+거석B,진입계단+여울+공간안내판+생태해설판,경상북도 안동시청
131,수변공원3(안),수변공원,경상북도 안동시 풍천면 갈전리 1731,,,통석의자14,"징검다리A,B,C+앉음돌A,B+친수계단12A12F+어류서식처+종합안내판+공간안내판",계단+녹지,경상북도 안동시청
132,원이엄마테마파크,역사공원,경상북도 안동시 정하동 236-1,,,,,,경상북도 안동시청
133,소공원7(안),소공원,경상북도 안동시 풍천면 갈전리 1626,,,앉음벽+파고라B+등의자4+평의자4,,가벽+트랠리스2+종합안내판+디딤돌,경상북도 안동시청
134,소공원4(안),소공원,경상북도 안동시 풍천면 갈전리 1531,역기내리운동+역기올리기운동+양다리운동+옆파도타기운동,오름언덕,앉음벽+사각정자+등의자4+평의자4,,가벽+종합안내판+볼라드10+디딤돌,경상북도 안동시청
135,소공원8(안),소공원,경상북도 안동시 풍천면 가곡리 1201,역기내리기운동+역기올리기운동+양다리운동+옆파도타기운동+원그리기운동,,앉음벽+파고라C+등의자8+평의자6,,가벽+트랠리스5+종합안내판+볼라드10,경상북도 안동시청
136,소공원5(안),소공원,경상북도 안동시 풍천면 갈전리 1545,,,앉음벽+피크닉테이블B3,,종합안내판+볼라드4+트랠리스4+가벽,경상북도 안동시청
137,소공원6(안),소공원,경상북도 안동시 풍천면 갈전리 1603,역기내리기운동+역기올리기운동+양다리운동+옆파도타기운동,,앉음벽+파고라B2+피크닉테이블6+등의자8평의자7,,가벽+종합안내판+트랠리스4+볼라드8+디딤돌,경상북도 안동시청
138,수변공원4(안),수변공원,경상북도 안동시 풍천면 도양리 1416,,,육각정자+등의자B8+평의자B4,생태연못+데크관찰대,녹지+종합안내판+등의자+통나무더미+돌무더기+통나무세우기,경상북도 안동시청
139,안동포 문화공원,문화공원,경상북도 안동시 임하면 금소리 1028-1,,,,,,경상북도 안동시청
140,운흥소공원,소공원,경상북도 안동시 운흥동 145-3,,,,,녹지,경상북도 안동시청
141,옥야소공원,소공원,경상북도 안동시 옥야동 296-3,,,화장실,,녹지,경상북도 안동시청
142,개목나루문화공원,문화공원,경상북도 안동시 성곡동 815-1,,,매표소+주차장+화장실+휴게음식점3,관람녹지,녹지,경상북도 안동시청
143,용상1소공원,소공원,경상북도 안동시 용상동 산46-1,,,,,,경상북도 안동시청
144,임란역사문화공원,역사공원,경상북도 안동시 서후면 금계리 874,,,,,,경상북도 안동시청
145,막2소공원,소공원,경상북도 안동시 풍산읍 막곡리 산15,,,,,,경상북도 안동시청
146,막1소공원,소공원,경상북도 안동시 풍산읍 막곡리 산14-15,,,,,,경상북도 안동시청
147,소공원9(안),소공원,경상북도 안동시 풍천면 갈전리 590-1,,,,,,경상북도 안동시청
148,소공원10(안),소공원,경상북도 안동시 풍천면 도양리 산5-1,,,,,,경상북도 안동시청
149,소공원11(안),소공원,경상북도 안동시 풍천면 갈전리 604-1,,,,,,경상북도 안동시청
150,어린이공원5(안),어린이공원,경상북도 안동시 풍천면 갈전리 698,,,,,,경상북도 안동시청
151,어린이공원7(안),어린이공원,경상북도 안동시 풍천면 갈전리 617-2,,,,,,경상북도 안동시청
152,어린이공원4(안),어린이공원,경상북도 안동시 풍천면 도양리 554,,,,,,경상북도 안동시청
153,어린이공원6(안),어린이공원,경상북도 안동시 풍천면 갈전리 578-2,,,,,,경상북도 안동시청
154,근린공원8(안),근린공원,경상북도 안동시 풍천면 도양리 산20-5,,,,,,경상북도 안동시청
155,근린공원6(안),근린공원,경상북도 안동시 풍천면 갈전리 681-2,,,,,,경상북도 안동시청
156,근린공원9(안),근린공원,경상북도 안동시 풍천면 도양리 산16-1,,,,,,경상북도 안동시청
157,근린공원7(안),근린공원,경상북도 안동시 풍천면 도양리 산59-51,,,,,,경상북도 안동시청
158,근린공원3(안),근린공원,경상북도 안동시 풍천면 도양리 산43,,,,,,경상북도 안동시청
159,근린공원4(안),근린공원,경상북도 안동시 풍천면 도양리 산28-1,,,,,,경상북도 안동시청
160,근린공원5(안),근린공원,경상북도 안동시 풍천면 도양리 산21-1,,,,,,경상북도 안동시청
161,선운,근린공원,광주광역시 광산구 선암동 544외 4필지,농구장+배드민턴장,,화장실,,관리사무소+노인복지관,광주광역시 광산구청
162,무지개,어린이공원,광주광역시 광산구 선암동 542,,그네+조합놀이,,,,광주광역시 광산구청
163,풍물,어린이공원,광주광역시 광산구 선암동 550,운동공간,그네+시소+조합놀이+기타놀이기구,,,,광주광역시 광산구청
164,신창제2,어린이공원,광주광역시 광산구 신창동 산92-2,,,,,,광주광역시 광산구청
165,선운소공원,소공원,광주광역시 광산구 선암동 584,체력단련시설,,,,,광주광역시 광산구청
166,송산,근린공원,광주광역시 광산구 박호동 576번지일원,족구장+배구장,조합놀이기구,화장실,,,광주광역시 광산구청
167,빛고을산단체육,체육공원,광주광역시 광산구 삼거동 676,,,,,,광주광역시 광산구청
168,하나울,근린공원,광주광역시 광산구 흑석동 723,,조합놀이대,화장실,,,광주광역시 광산구청
169,하남3지구1,어린이공원,광주광역시 광산구 하남동 184-1,,,,,,광주광역시 광산구청
170,하남3지구2,어린이공원,광주광역시 광산구 하남동 224,,,,,,광주광역시 광산구청
171,신창매결소공원,소공원,광주광역시 광산구 신창동 910,,,,,,광주광역시 광산구청
172,송정소공원,소공원,광주광역시 광산구 우산동 1622,,,,,,광주광역시 광산구청
173,우산소공원,소공원,광주광역시 광산구 우산동 1599-5,체력단련시설,,,,,광주광역시 광산구청
174,수완,체육공원,광주광역시 광산구 수완동 918,,,,,,광주광역시 광산구청
175,진곡,근린공원,광주광역시 광산구 진곡동 556,,,,,,광주광역시 광산구청
176,고룡,근린공원,광주광역시 광산구 진곡동 596,,,,,,광주광역시 광산구청
177,시례,근린공원,광주광역시 광산구 진곡동 620,,,화장실,,,광주광역시 광산구청
178,발산제,근린공원,광주광역시 광산구 오선동 587,,,,열녀문,,광주광역시 광산구청
179,표산,근린공원,광주광역시 광산구 오선동 589,,,화장실,,,광주광역시 광산구청
180,고저골,근린공원,광주광역시 광산구 오선동 740,다목적운동장,,,,,광주광역시 광산구청
181,진곡,소공원,광주광역시 광산구 오선동 688,,,,,,광주광역시 광산구청
182,천하,근린공원,광주광역시 광산구 용동 680-2,게이트볼장,,주차장,,노인복지관,광주광역시 광산구청
183,흑석,근린공원,광주광역시 광산구 흑석동 산48일원,,,,,,광주광역시 광산구청
184,소공원1,소공원,광주광역시 광산구 운남동 523-1,,,,,,광주광역시 광산구청
185,소공원2,소공원,광주광역시 광산구 운남동 524-19,,,,,,광주광역시 광산구청
186,소공원4,소공원,광주광역시 광산구 운남동 521-2,,,,,,광주광역시 광산구청
187,소공원5,소공원,광주광역시 광산구 운남동 544-26,,,,,,광주광역시 광산구청
188,14호 어린이공원,어린이공원,충청남도 논산시 내동 1070,,,,,,충청남도 논산시청
189,15호 어린이공원,어린이공원,충청남도 논산시 내동 678,,,,,,충청남도 논산시청
190,16호 어린이공원,어린이공원,충청남도 논산시 내동 916,,,,,,충청남도 논산시청
191,17호 어린이공원,어린이공원,충청남도 논산시 내동 610,,,,,,충청남도 논산시청
192,18호 어린이공원,어린이공원,충청남도 논산시 대교동 332,,,,,,충청남도 논산시청
193,20호 어린이공원,어린이공원,충청남도 논산시 내동 272-3,,,,,,충청남도 논산시청
194,취암 어린이공원,어린이공원,충청남도 논산시 취암동 1068-1,,,,,,충청남도 논산시청
195,취암27 어린이공원,어린이공원,충청남도 논산시 취암동 1079-7,,,,,,충청남도 논산시청
196,영종하늘도시 6호,근린공원,인천광역시 중구 운남동 1598-6,,,,,,인천광역시 중구청
197,취암28 어린이공원,어린이공원,충청남도 논산시 취암동 1086-3,,,,,,충청남도 논산시청
198,보금자리주택지구 놀이터1,어린이공원,충청남도 논산시 내동 1103,,,,,,충청남도 논산시청
199,보금자리주택지구 놀이터2,어린이공원,충청남도 논산시 내동 1110,,,,,,충청남도 논산시청
200,보금자리주택지구 놀이터3,어린이공원,충청남도 논산시 내동 1117,,,,,,충청남도 논산시청
201,동산일반산단 2호 어린이공원,어린이공원,충청남도 논산시 연무읍 동산리 996,,,,,,충청남도 논산시청
202,동산일반산단 3호 어린이공원,어린이공원,충청남도 논산시 연무읍 죽본리 811,,,,,,충청남도 논산시청
203,2호 소공원,소공원,충청남도 논산시 연무읍 마산리 661-9,,,,,,충청남도 논산시청
204,6호 소공원,소공원,충청남도 논산시 취암동 621-59,,,,,,충청남도 논산시청
205,7호 소공원,소공원,충청남도 논산시 대교동 176-13,,,,,,충청남도 논산시청
206,10호 소공원,소공원,충청남도 논산시 대교동 339,,,,,,충청남도 논산시청
207,11호 소공원,소공원,충청남도 논산시 내동 72-14,,,,,,충청남도 논산시청
208,논산일반산단 1호 소공원,소공원,충청남도 논산시 성동면 원북리 858-3,,,,,,충청남도 논산시청
209,논산2일반산단 1호 소공원,소공원,충청남도 논산시 성동면 원북리 875-3,,,,,,충청남도 논산시청
210,논산2일반산단 2호 소공원,소공원,충청남도 논산시 성동면 원남리 1211-17,,,,,,충청남도 논산시청
211,소공원(국방대학교),소공원,충청남도 논산시 양촌면 거사리 536,,,,,,충청남도 논산시청
212,비도시 3호 소공원,소공원,충청남도 논산시 양촌면 도평리 308-1,,,,,,충청남도 논산시청
213,중앙공원,체육공원,충청남도 논산시 연무읍 안심리 75,,,,,,충청남도 논산시청
214,비도시 7호 소공원(연산문화마을),소공원,충청남도 논산시 연산면 임리 6-4,,,,,,충청남도 논산시청
215,덕풍근린공원,근린공원,경기도 하남시 덕풍동 435-219,배드민턴장+게이트볼장,조합놀이대+시소+흔들놀이,화장실,,,경기도 하남시청
216,꿈마루공원(미사1),어린이공원,경기도 하남시 망월동 867,,조합놀이대+그네+시소+흔들놀이,,,,경기도 하남시청
217,방탱이공원(미사2),어린이공원,경기도 하남시 덕풍동 855,,조합놀이대+그네+시소+흔들놀이,,,,경기도 하남시청
218,공원:103(당진:03 승리봉공원),근린공원,충청남도 당진시 읍내동 507-12,,,,,,충청남도 당진시청
219,공원:104(당진:04 채운공원),근린공원,충청남도 당진시 채운동 357-21,,,,,,충청남도 당진시청
220,공원:107(당진:06 남산공원),근린공원,충청남도 당진시 읍내동 234-33,,,,,,충청남도 당진시청
221,공원:109(당진:8 서문공원),소공원,충청남도 당진시 읍내동 560-2,,,,,,충청남도 당진시청
222,공원:110(당진:09 새싹공원),어린이공원,충청남도 당진시 읍내동 177-1,,,,,,충청남도 당진시청
223,공원:111(당진:10 은하공원),어린이공원,충청남도 당진시 채운동 278-4,,,,,,충청남도 당진시청
224,강경 1호 문화공원(강경젓갈 문화체험공원),근린공원,충청남도 논산시 강경읍 염천리 20,,,,,,충청남도 논산시청
225,연무 1호 문화공원(육군훈련소 상징공원),근린공원,충청남도 논산시 연무읍 죽평리 390,,,,,,충청남도 논산시청
226,연무 2호 문화공원(육군훈련소 상징공원),근린공원,충청남도 논산시 연무읍 황화정리 971-41,,,,,,충청남도 논산시청
